sentence,contains_bad_word
Waktu berbohong tentang menyusun daftar dari toko buku.,0
"Kepala batu, nggak bisa dipahami!",1
"Bangsat! Lo itu udah merusak hidup orang lain, nggak tau malu sama sekali, nggak ada rasa empati, dan nggak peduli sama orang lain. Lo itu nggak bisa dipercaya, nggak bisa diharapkan apa-apa, dan nggak bisa mikir jernih. Beneran deh, orang kaya lo tuh nggak layak hidup di dunia ini, mending pergi jauh-jauh aja dari sini, biar nggak bikin orang lain kesel melihat tingkah lakumu yang nggak sopan.",1
Dosen bangsat,1
"Kecelakaan yg sering terjadi tersebut bukan hanya menimbulkan luka, cacat dan trauma, tapi hilangnya nyawa seseorang. ",0
Kami sangat terobsesi dengan menonton program TV.,0
"Sialan, nggak pernah bisa ngandelin lu.",1
Saya pikir mereka harus lebih fokus pada linemen besar.,0
Saya sangat berterima kasih atas kesempatan ini dan akan melakukan yang terbaik untuk memenuhi harapan Anda.,0
"emosi nih sama kucing tetangga , hobinya mengendap2 masuk ke balkon rumah terus nyolong makanan anjing saya",0
 gue kira kamu tidur ternyata kamu mengetik tai onta banyak banyak iya ,1
"Kontol kau, kau merusak semuanya!",1
Lu katrok banget!,1
 oi pada niat tidak sih menangani keluhan pelanggan sudah 4 hari keluhan tidak ditanggapi bangkai habis ,1
ternyata pak ai maling 2019 ganti presiden,1
Saya pikir itu hanya tergantung pada pendidikan.,0
Apakah Anda benar-benar berselingkuh?,0
Erath adalah satu-satunya dunia yang pernah ada.,0
perjuangan kalahkan ahok baru awal kita pindah lengserkan jokowi ,1
 kalau bisa tiga nya apa harus memilih ah cupu kamu sari bir pletok ,1
 jual memek kok di media sosial dasar pecun ,1
"Pantat lo udah bau banget, mending pergi jauh-jauh dari sini!",1
Banyak bangsat dan kntl ini orang lo.,1
"Memek kau, bodoh sekali tingkahmu!",1
"Kontol lo kayak korek api mini, nggak bisa apa-apa!",1
Manusia kek gini harus nya di kebiri ! Bangsat bejat,1
Thorn terlihat datang oleh mereka berdua.,0
 sudah pikun dia pro koruptor,1
Saya tidak menemukan sesuatu yang menarik sama sekali.,0
"Pantat lo udah kayak tempat sampah, udah bau banget, serem lagi diciumin. Lo itu nggak ada harga diri, nggak tau sopan santun sama sekali, nggak bisa mikir, dan nggak punya otak sama sekali. Aku nggak tau, kenapa lo masih ada di dunia ini, mending pergi jauh-jauh aja dari sini, biar nggak bikin orang lain mual melihat mukanya yang nggak karuan.",1
Kita harus selalu berusaha untuk menghargai waktu dan usaha orang lain yang membantu kita dalam mencapai tujuan kita.,0
Apakah menurut Anda sebagian besar negara bagian memiliki tingkat pembunuhan yang tinggi?,0
"Kontol lu kecil banget, nggak bisa apa-apa!",1
Karena orang bodoh dipilih sama orang tolol.... hasilnyaa???? liat sendiri deeeeehhh,1
Ada banyak resor di taman nasional.,0
"Ngaceng mulu, nggak ada kerjaan!",1
"Saya pikir ini adalah surat kabar yang layak, dan bagian komik adalah favorit saya.",0
 open bo surabaya masih online saja kamu sempak akun tipu tipu bangsat bajingan kau ,1
Mamakmu pelacur bajingan. Jadi kau harus buktikan kalau kau bukan anak pelacur bajingan. Bagaimana?,1
Kami tidak memiliki niat buruk terhadap mereka.,0
Kok anjing?!,1
"Apartemen 22C, rupanya.",0
tolong dong orang orang istana ingatkan pak jokowi bentar lagi mau pemilihan umum pak jokowi harus packing segera prabowo sudah siap siap 10 tahun lalu ,1
Sialan! Lo itu nggak tau sopan santun ya?,1
Anjing kamu biadal bangsat kamu kira ulama seperti dirimu,1
bangsat si tai wkwk,1
Anda bisa melihat pintu masuk Sandal Bedesten di sebelah kanan Anda.,0
Gue sih pengennya naburin di badan bapak emak lo babi! Kontol bacot lo setan iblis lo bangsat!,1
Woi akun anjing palalu pitak sejak kapan ygvkaya gitu kena pasal ? Modar aja luh nyet cebong !,1
Garam adalah barang mewah yang dominan pada zaman itu.,0
Garbage! Gw nggak mau tau sama orang kayak lo yang nggak ada gunanya di hidup gw.,1
"Males itu kalo kerja pagi trus gak ada yg nganter, anjing",1
Saya sering menghabiskan waktu luang saya dengan menulis di jurnal pribadi.,0
"Katanya kalo cewe cantik gak boleh ngomong kasar,berhubung aku gak cantik trobos ajalah anjing",1
 ternyata buddha pun teroris,1
"Dasar bajingan, nggak ada otaknya.",1
arsenal begitu begitu saja hu cupu ,1
monyet tidak tau kalo dirinya bernama monyet,0
"Anak haram, jangan sok pintar!",1
 bantahan dan sangkalan anies sandi tidak bisa membungkam dan menghapus jejak digital bahwa asma dewi adalah senopati andalannya ,1
kenapa anak babi jalan nya menunduk karena malu lihat ulah bapak nya yang membela ahok ,1
di gaji pulahan sampai ratusan juta bulan dan aset yang ada bukanya menambah tapi malah terjual dan berutang buat proyek pekerjanya malah tenaga kerja asing dan begitu banyak hasil bumi malah pilih untuk impo dan gara badut yang akrobat mulu hasilnya,1
jokowi saja mundur biar tidak jual badan usaha milik negara di,1
Program pensiun yang disponsori pemberi kerja memberikan uang kepada pekerja sehingga mereka dapat menabung untuk masa pensiun.,0
Apa kabar? Sudah lama tidak berbicara denganmu. Apa yang terbaru?,0
Keindahan chateau dapat dikaitkan dengan kerja keras yang dilakukan para desainer dalam desainnya.,0
Sama mantan doi yg sok catik padahl kek babi anjinkkk,1
Permainan-permainan itu sangat membosankan.,0
"aku habis beli monyet, mukanya mirip mantan kamu",1
Saya bisa tidur enam jam setiap malam.,0
Kami masih tidak dapat memotong selama beberapa minggu.,0
Tabungan nonfederal bersih lebih besar dari tabungan federal bersih.,0
"Asu kau, jangan terus-terusan membohongi dirimu sendiri!",1
 cebong memang begitu selalu meminta data ,1
Kenapa harus umur segini si babi,1
TIM KONTOOLLLL ANJEEEENG BAJINGAN MEMEK BANGSAAAT,1
 min apa benar ini orang kerja di kantor pajak kalau iya memalukan sekali kepala kepolisian republik indonesia,1
"Sikap Presiden yang sangat lemah dan sudah lepas tanggung jawab, dan maaf ya ini cacat sebagai Presiden.",1
Boneka Monyet Kecil ini yg slalu menemani hari2ku,0
"Kita harus selalu berusaha untuk menjadi pribadi yang positif dan menginspirasi orang lain, serta memberikan dukungan kepada mereka yang membutuhkan.",0
bajingan bolt hari ini.. koneksi kenceng tapi mesti restart tiap setengah jam....,1
genosida muslim rohingya oleh teroris buddha myanmar 80 desa muslim rohingya telah dibakar teroris buddha ,1
Keempat kalimat ini memaksa profesor untuk membaca sekilas paragraf dan secara tidak sengaja melewatkan informasi yang dijiplak.,0
Monyet lu!!!,1
Saya tertarik dengan apa yang akan Anda katakan.,0
Lu kan monyet bukan mnusia,1
 boleh meminta maaf tapi proses hukum tetap harus jalan kunyuk satu ini harus dikasih pelajaran supaya kedepannya dia bi ,1
Tentara Salib merebut Kota Suci dan membunuh 100.000 Muslim.,0
"Koplak, kau benar-benar konyol!",1
"Orang sih gitu sifah , hati jelek bnget!!!! Taik lo anjing bangsat mampus ajah lo!!!",1
"Blankley menjawab, ada penggalangan dana di bagian lain negara itu untuk mengumpulkan ""kaum konservatif datang"" untuk menanamkan rasa takut pada pemilih liberal.",0
Itu bukan minyak lilin.,0
aduh enggak jelas ngentot dan tidak jelas ngentot ,1
Toksisitas sampel dalam uji penemuan jangkauan mungkin sangat berbeda dengan toksisitas dalam uji lanjutan karena larutan berubah tergantung suhu.,0
"Ahhhh bajingan, kontol, asu, sing asu ki koe! Sak bojomu! Sing bosok ki koe sak bojomu.",1
Pembicaranya adalah orang Prancis.,0
Terkadang lucu melihat apa yang dibuat oleh hologram.,0
Iran membiarkan perbatasan mereka terbuka karena krisis.,0
 kalau aku cantik tapi memek ku coklat kamu masih suka tidak dan dan ngentot memek kontol sange pagi crot ,1
nyawa lebih penting dari pada kaca anjing,1
ahok tidak layak sepe i manusia dia lebih tepat sepe i babi yang tidak punya akal pikiran dan jiwa manusiawi,1
Saya telah bekerja sepanjang hari untuk kemah.,0
"Lu nggak punya harga diri apa, dasar pelacur.",1
Dia harus ditandai.,0
Anjing liar aja lebih berguna dari lo!,1
ahok foto dengan bos alexis langsung dituduh melindungi giliran asma dewi foto dengan prabowo,1
"Gak usah nunjuk orang lacur, misal di ranjang masih ngelacur lakor/binor.",1
Istri pria itu memberitahunya sesuatu.,0
Aku akan merencanakan keberangkatanku sekarang.,0
Apa yang harus di banggakan dari polisi ??? Mereka sama seperti kami bajingan bahkan mereka lebih bajingan,1
"Anjing lo, nggak punya harga diri sama sekali!",1
"Kemudian, saya berpikir apakah saya harus menerima untuk pergi bersamanya.",0
bangsat ternyata vinna ,1
"Habis kesambet lu sok bijak. Dasar tai,nama lu bagus tp sifat lu bajingan",1
lu kayak monyet,1
Saya belum melihat teman lama ini selama lebih dari setahun.,0
Aku memikirkannya lama dan keras.,0
Jijik gue liat muka lu yang jelek itu.,1
Sudah berapa lama kamu menjadi pengguna media sosial? Aku ingin tahu seberapa sering kamu menggunakan platform ini.,0
"South Carolina tidak memiliki hak referendum, jadi Mahkamah Agung menguatkan larangan kontribusi perusahaan.",0
"Cape banget jadi orang, enak jadi setan bisa godain siapa aja ",1
 rezim paling bejat ya rezimnya negara hancur kebanyakan impo nrp nyungsep dibilang dolar yang menguat harga sawit hancur,1
"subbagian a1 tidak ada, itu hanya subbagian perlindungan yang merujuk pada saus steak.",0
"Bangsat, kau tidak bisa dipercaya!",1
Anak haram! Lo nggak bisa sopan santun sama sekali!,1
"Memek lo kayak lubang sampah, bau banget!",1
Mengambil kereta bawah tanah adalah cara yang baik untuk mengalami kehidupan kota besar.,0
Mereka membuatnya kentut di semua dialognya sambil berjingkrak-jingkrak telanjang.,0
 woi kecoa kamu bisa baca dari atas jangan terlalu dungu ya dasar kecoa ,1
Aku senang aku mengatakannya.,0
Paling benci sama player sun kelakuan kaya monyet ,1
Sampah hidup! Lo itu nggak layak hidup di dunia ini!,1
"pengusaha memberi orang nasihat keuangan tentang real estat, tetapi dia tidak tahu apa-apa tentang mobil",0
Biaya unit bukanlah pengukuran yang tercantum pada kartu skor.,0
Folow anjing jangan komen doang,1
"Bgst orang yg ngutang sama gua kebawa sampe mimpi,mana gk bayar juga lagi asu",1
Penghapusan utang adalah motivator utama bagi orang-orang dalam demokrasi ini.,0
Pria Anda tetap sadar bahkan setelah pukulan pertama.,0
"Asu! Lo nggak punya otak sama sekali, nggak tau malu!",1
Kamu baru saja memposting foto yang keren. Bagaimana kamu membuatnya? Bolehkah aku minta tips dan saran tentang cara membuat foto yang menarik?,0
Bangsat!! Bangsat!! Bangsat!!,1
hari hari makan babi berbentuk wang haram muka pun macam babi perangai lebih babi dari babi dan politikus ronggeng babi ,1
aku dah jelek banyak tingkah lagi,1
Sampah hidup! Lo itu nggak punya guna sama sekali!,1
capek ah bangsat bikin males pagi2 aja anjing lo,1
Memproduksi energi adalah sumber utama emisi gas rumah kaca AS.,0
Imbalan untuk benar-benar memecahkan cerita adalah kosong.,0
Beberapa teknik lain digunakan untuk mengatasi keterbatasan dana.,0
Tuduhannya naik karena uang sewanya naik,0
"Bodoh amat sih lo, nggak tau malu ya?",1
Penerima hibah memeriksa kasus untuk melihat apakah mereka memenuhi persyaratan.,0
Kita harus selalu berusaha untuk menjadi pribadi yang terbuka dan responsif terhadap perubahan dan tantangan yang ada di sekitar kita.,0
"Lu emang nggak ada gunanya, dasar monyet.",1
"Babi kau, tidak ada gunanya berbicara denganmu!",1
"Pelacur kau, kau tidak punya otak!",1
kesel deh pagi2 anjing ku masa mau gigit perban kakiku,1
Tidak ada sekolah misi yang tersisa di Honolulu.,0
"Kontol kau, kau merusak semuanya dan membuat semua orang kesal dengan tindakanmu yang tidak bertanggung jawab!",1
Kerajaan Hawaii tetap persis sama sejak abad ke-18.,0
Beberapa interaksi antar pekerja dapat mengurangi nilai bagi konsultan.,0
Dokter hanya bisa membantu kami melalui Koroner.,0
Bodoh amat sih lu!,1
Menjadikan diri saya sebuah pameran adalah pilihan terakhir.,0
ngapain jam segini mati lampu,0
 insya allah tidak tertipu sama tampang tidak kayak jokowi,1
 banyak yang aneh dalam dewan perwakilan rakyat bau busuknya sangat menusuk mafia anggaran lah main proyeklah banyak bolos lah bubarkan,1
Jahat! Gw benci sama lo yang cuma bisa bikin orang lain menderita.,1
Kamu suka menulis atau membaca buku? Aku suka menulis cerpen dan membaca buku fiksi.,0
"Setelah bekerja di militer selama hampir satu dekade, dia menjadi Sheriff of Decatur County.",0
Dia menciptakan trek seperti ini sepanjang waktu.,0
Martini harus dibuat dengan vodka dan vermouth.,0
Kepala kote! Gw nggak pernah ngerti sama sikap lo yang selalu bertentangan sama logika.,1
Peler anjing... banyak bacot Lo anjing... Duel ama gw Lo anjing...,1
Saya senang melakukan perjalanan ke tempat-tempat baru dan mengeksplorasi budaya yang berbeda.,0
 nama cantik mu tak seiring hati busuk mu mengakui ber agama tapi kelakuan lebih bagus penyembah berhala dasar apa kamu sebut saya cebong tunjukan ayat di kitab suci mu adakah manusia harus disebut cebong otak mu dangkal berkedok agama tetapi kelakuan se,1
  IDA istimewa karena penabung berpenghasilan rendah menerima dana pendamping dari pemerintah federal dan negara bagian.,0
"Tukang copet! Lo itu cuma tukang ambil yang bukan punya lo, dasar haram jadah!",1
Bisa bedain bajingan sama yg nangkap bajingan gak ?? Goblok amat lu cok,1
Manusia bukan satu-satunya makhluk hidup yang bisa tertawa. Hewan seperti anjing dan kucing juga bisa tertawa.,0
WKWKWKWK EMG NGAPAIN ANJING????ORG GA NGAPA2IN,1
 ah serah kamu saja lot bolot ,1
"Wow ternyata udh pada melek mental illnes ya anak2 jaman sekarang, dulu autis mah masih bisa jadi bahan roasting ",1
"Hyukjae bgst, otak gue traveling kemana-mana ye kunyuk segala dikasih emot begituan juga.",1
"Islam Nusantara diributin, Islam Terpadu mendadak pada budheg.",1
"Babik, gue muak sama kelakuan lu.",1
 sungguh cerdas dan brilian congor nih menteri ,1
"Bangsat kau, jangan sok sokan!",1
 haha susah bicara sama orang belum sudah belum hatinya penuh dengki lagi ,1
 kalau ingin mention gue lagi genapi dulu pengikut kamu ya bong kamu mention gue lagi ras masuk kakus tidak ada waktu buat cebong dungu berfollower 2 digit ,1
 katolik nusantara haha pandai sekali ya pemecah belah agama kita ini ,1
Aturan yang dikembangkan untuk sementara disatukan dengan komentar ini.,0
hanya manusia dungu yang mengaku beragama tapi panduan kitab sucinya fiksi belaka contoh di islam kitab sucinya al qur an sumbernya dari firman firman allah subhanahu wa taala jika al qur an dianggap fiksi lalu al hadis mau dianggap apa oleh sih dungu ,1
"masih halus.. Penginnya ludahi muka Gus Munafik sambil bilang 'Binatang Kau..!' (Anjing, Babi, Monyet, dll sdh terwakili didalamnya)",0
"Ketika kita merasa tertekan atau tidak nyaman dengan situasi, penting untuk mencari bantuan dan dukungan dari orang lain untuk membantu mengatasi masalah tersebut.",0
"Tolol, kau benar-benar bodoh!",1
Sangat menyenangkan bahwa orang-orang mengingatnya.,0
Saya belum pernah ke Midland.,0
tai banget buang buang waktu aja,1
"Jika seorang dokter yakin mereka bertanggung jawab untuk skrining, itu dijamin akan terjadi.",0
Pemandangan Curral da Freiras dan lembah Ribeiro do Poco adalah bab 5.,0
"babi member tak guna, takpe aku still tahan",1
"Saat kita menghadapi konflik atau perselisihan, penting untuk mengambil waktu untuk memahami perspektif orang lain dan mencari solusi yang adil bagi semua pihak.",0
Tuppence tidak berhenti berbicara.,0
Saya senang generasi kita tidak memiliki hutang.,0
monyet ya proses lah dia mah bgst,1
Napoleon memimpin invasi.,0
Anjing bajingan bangsat seri we goblog tai,1
yang goblok kakak kecebong mengakuinya pancasila negara kesatuan republik indonesia tapi otak dan hatinya komunis katanya rezim anti korupsi tetapi dalam 1 minggu 7 kali ott komisi pemberantasan korupsi,1
Apa yang kamu pikirkan tentang lingkungan hidup dan perubahan iklim? Aku khawatir dengan dampak yang bisa terjadi pada planet kita.,0
"Kontol lo gede doang, tapi otak kecil!",1
"Yeee anjing,udah livestream 1 jam lebih malah di cancel karna cuaca",1
 tidak usah terlalu tinggi pikir 2019 ganti presiden deh ganti kelamin yang normal dulu saja buat baru bacot ,1
Dia 5 inci lebih pendek dari pria lainnya.,0
Pria itu memberi tahu pria lain bahwa Bill akan dikirim kepadanya.,0
"Selama Assad tidak mati, dia akan mampu mengatasi masalah.",0
Itu pendapat otak mu..monyet. babi. Anjing..kau..,1
jika kasus yang menjerat umat islam polisi berlaku cepat giliran sih penista al alquran sepertinya lambat banget penjarakan penjarakan ahok,1
Restoran ini didasarkan pada gaya Kastilia klasik.,0
biar miskin tetapi tidak jadi antek asing dan asing,1
"Saat kita berada dalam situasi yang menantang atau berisiko, penting untuk mempertimbangkan keputusan dengan hati-hati dan membuat keputusan yang berdasarkan data dan analisis yang akurat.",0
Memorandum M0010 dikeluarkan pada tahun 2000.,0
Dia adalah favorit saya dan saya tidak pernah ingin melihat siapa pun mengalahkan dia.,0
anjing rasanya mau ngespill tp males,1
"Kontol, lu nggak pernah bener ngelakuin sesuatu.",1
Kata kata nya puitis Tapi kelakuan kek orang autis,1
Toko-toko itu baru ada selama lima puluh tahun terakhir.,0
ayo mas goen serukan kepada semua muslim berhenti menyembah allah subhanahu wa taala benci kafir mari kita hidup saling mengasihi,1
"Aku sedang mencari rekomendasi film tentang sejarah, kamu punya saran yang bagus?",0
SI ANJING SI ANJING,1
Mereka meninggalkan benteng mereka setelah wabah zombie.,0
Kedua toko tentang obat pasca-deregulasi dan kanker payudara ini tidak ada di halaman depan NYT hari ini.,0
Lancau anjing.. stressnya aku..,1
"Anggap saja mereka anjing, iya anjing itu asu, asu itu ndhasmu. Bajingan kok",1
"Dulu punya pacar yg baik, nggk kyak skrng brutal sprti bangsat!!",1
Monyet lu!!!,1
Rantai itu mengenai lengan wanita itu.,0
ANJING AH KETAWAAA,1
Potong aja k9ntolnya tuh...bangsat nih org,1
Kotoran babi Lbh Mulia dr,1
Akan terlalu berisiko untuk mempertahankanmu.,0
"Asu, nggak sopan banget lo ngomong begitu!",1
BAJINGAN SAMPEYAN,1
"Ketika kita menghadapi situasi yang sulit atau menantang, kita harus selalu berusaha untuk tetap tenang dan berpikir jernih agar bisa membuat keputusan yang tepat.",0
Macam bangsat dalam bas. Kimak,1
"Tapi serius, anak autis itu banyak yg hebat loh.",0
"Bahkan jika kesepakatan tidak dapat dicapai, kami dapat mengatakan bahwa kami telah mencoba.",0
"Asu kau, jangan terus-terusan membohongi dirimu sendiri!",1
anjing rasanya mau ngespill tp males,1
Saya tidak merawat tubuh saya dan sepertinya saya malu karenanya.,0
anjing bangsat gobloq,1
House of Dolphins memiliki lukisan Dionysos mengendarai lumba-lumba.,0
Kampanye tersebut mendapat lebih sedikit dari apa yang didapat dana Nashville.,0
mirip adegan film tidak tiga puluh detik partai komunis indonesia perlu di catat bahwa rezim ini adalah rezim anti islam ,1
Reich mengacu pada grafik yang dia salah mengerti dan mengatakan itu mengatakan sesuatu yang berbeda.,0
Panjangnya satu mil.,0
"Ngentot kau, berhenti merusak semuanya!",1
Lokal yang tidak ditampilkan adalah olahraga lokal.,0
WorldAid mengadakan pameran GLobal pada tahun 1996.,0
Kami berpikir untuk membuat keputusan besok.,0
"ya biasa lah otak goblok, apa2 dikaitin sama agama, tp dia sendiri munafik anjing..",1
Mereka tersenyum pada Susan untuk memperingatkannya tentang penyerang yang datang.,0
pagi pagi dah jadi babi ,1
Church of the Assumption yang terang dan lapang memiliki banyak jendela untuk membiarkan sinar matahari masuk.,0
"Anak haram, jangan sok pintar!",1
Ada sebuah museum yang ada di dalam gedung.,0
Julius tinggal dan orang lain pergi.,0
Anjing banget ya pagi2 gw care sama temen malah di sangka jelek. Makanya kalo ga kuat minum gausah minum udh mabok mah berabe njing!!!,1
berengsek banget sih punya member ,1
Ini akan menjadi yang terbesar yang pernah ada.,0
Ya benar.,0
"Buta kau, kau tidak bisa melihat hal yang sebenarnya terjadi dan tidak bisa membantu siapa-siapa dengan baik!",1
Derry tidak tahu apa-apa tentang sibernetika.,0
Aturan terakhir memiliki penilaian federalisme yang ditambahkan melalui perintah eksekutif.,0
"Saya tidak bisa menerima buku ini, jadi saya tidak akan merekomendasikannya",0
"Bangsat, lu pikir gue peduli sama omongan lu?",1
Roy harus menjual botol untuk menghasilkan uang.,0
"Ketika kita merasa sedih atau cemas, kita bisa mencoba untuk melakukan kegiatan yang bisa mengalihkan pikiran kita, seperti membaca buku atau menonton film yang menyenangkan.",0
Setan Merah VS Setan Merah,0
"Turun ke salah satu gerbang, yang semuanya akan membawa Anda ke katedral.",0
Anjing liar aja lebih berguna dari lo!,1
"Babi! Lo itu kotor dan gak beradab, jangan ganggu hidup gw lagi.",1
"Tel Aviv, Jaffa, Akko, Akko, Netanya, dan Nahariya tidak menawarkan perahu kecil.",0
Bunt dibesarkan tanpa ibu di panti asuhan.,0
Apa yang kamu suka dari olahraga? Aku suka berlari karena bisa meredakan stres dan menjaga kesehatan tubuh.,0
Kebunnya benar-benar tidak mengesankan.,0
 bukan banci tapi benar benar banci ,1
"Sialan! Lo itu nggak tau malu sama sekali, nggak peduli sama orang lain!",1
Kamu tahu tidak game-game yang menguji keterampilan dan kemampuan pemainnya? Aku ingin mencoba game yang menantang dan memacu adrenalin.,0
Kedua kota memiliki jalur kereta api di antara mereka yang memudahkan perjalanan.,0
Kau duduk tengah laut buat apa setan?,1
ya sudah atuh usir hindu buddha juga saja biar bagaimana pun mereka tidak monoteis atau tanyakan saja dulu deh tau a i kata esa tidak sih ,1
Tidak ada pertumbuhan biaya yang terkait dengan pengujian pesawat.,0
"Yang cukup menarik, setiap item adalah bangsal vampir dan menjauhkan vampir.",0
kaya tai congor muka lebar kaya anjing,1
Monyet pertama yang terbang ke luar angkasa adalah Albert II. Ia terbang 83 mil di ruang angkasa pada 14 Juni 1949.,0
"Dana TIG digunakan untuk mendukung proyek Technology Evolution, sebuah lembaga bantuan hukum di Cincinnati.",0
Anjing ya gausa denger omongan orang bgst,1
bila cina bisa maju dengan komunisme,1
"Dalam keputusan Anda, usia bukanlah faktor besar sama sekali",0
Bocah Ini Jual Semua Mainannya Demi Selamatkan Anjing Peliharaan,0
Harapan km apa sih di thn Monyet Api ini? Share dong harapan km di bareng BEAR BRAND,0
Saya tidak bisa setuju dengan Anda.,0
"Hibah mengalir dari program Pembangunan Kapasitas Nirlaba di yayasan, mencontohkan tren di kalangan dermawan untuk memberikan uang untuk mengembangkan organisasi dan kemudian mengambil alih.",0
Kepala lu kayak batu!,1
Kamu tahu tidak cara membuat video atau streaming di media sosial? Aku ingin mencari tahu cara membuat konten video yang menarik dan bagaimana menghasilkan uang dari konten tersebut.,0
80% dari tunjangan sulfur dioksida untuk setiap tahun ada di Program Hujan Asam.,0
"Aku ingin memperkenalkanmu pada teman kantor baruku, apa kamu ingin bertemu dengannya pada jam istirahat nanti?",0
 bajingan gue tidak peduli aksi aksi kemarin katanya murni panggilan modal sendiri kembalikan duit gue bajingan bergaya panggilan allah modal sendiri ternyata make duit jamaah ,1
Dasar kau monyet nakal,1
grup lu so asik najis. Mana isinya cabe semua hahaha bajingan.. ,1
Apaansi anjing cuma gara2 idola lo sampe nyerempet ke pendidikan sama pekerjaan?,1
 mana suaranya cebong ke luar kolam dong dong dong ,1
Dia selalu sadar.,0
Anjing tolol ini ikut2an ngomongin kepercayaan orang lain dasar tolol urus saja kepercayaan kau kasian Deh.,1
Dia menemukan cara untuk menggambarkan kekuatan tanpa menempatkan pasukan dalam bahaya tetapi difitnah karenanya.,0
 itu mantan penyanyi cilik yang gembrot dan jelek banget itu ya kalau tidak salah eh ternyata gedenya jadi cebong juga kasihan deh kamu akan tidak ada yang memilih calon saja sombong jelas orang tidak pernah sujud tenggelamkan ,1
Kau nak apa lagi babi,1
"Bodoh amat sih lo, nggak paham-paham aja!",1
Apa kamu pernah memainkan game ini sebelumnya? Aku membutuhkan panduan atau petunjuk tentang gim ini.,0
Profesor Musik David Cope yang berspesialisasi dalam musik Mozart mengklaim telah menciptakan simfoni ke-42 Mozart.,0
apahal tah harini semua macam setan,1
"Bukan kamu yang mati rasa, Zidane. Ini karena memang aku bukanlah orang yang kamu inginkan.",0
Resor terbesar sebenarnya berjarak 100 menit.,0
Kritikus tidak pernah mendapat kesempatan untuk menonton film tersebut.,0
Weh tolol yang di demo apa sih? ,1
aaaa bangsat ketauan boong,1
Kita harus selalu memperhatikan kesehatan tubuh dan menjaga pola makan yang sehat agar tubuh kita bisa berfungsi dengan baik.,0
Apa yang unik?,0
"namanya tai lalat ya diberakin lalat anjing, kok dicipok",0
Adalah baik bahwa dia membawanya ke perhatian orang.,0
"gosa ngegas nyet, have a nice day nyet, dasar monyet",1
"Orang sih gitu sifah , hati jelek bnget!!!! Taik lo anjing bangsat mampus ajah lo!!!",1
Intinya lo itu kaya bajingan!!!,1
 pada akhirnya para bangkai ditemukan,1
"Saat kita bekerja dalam tim, penting untuk membangun kepercayaan dan kerja sama yang baik, serta menghargai kontribusi setiap anggota tim.",0
Aku memang sakit hati babi orang yang pilih kasih ni,1
"Ngentot kau, belajarlah untuk menghormati orang lain dan berperilaku dengan lebih baik!",1
Sialan! Lo itu nggak tau sopan santun ya?,1
Bork menggigil.,0
"Konyol abis, nggak tau diri!",1
Kami mengecat rumah selama satu hari.,0
 kamu lihat tidak susilo bambang yudhoyono hampir didemo tiap hari tidak ada yang ditangkap lah sekarang jokowi diktatornya kelihatan semua pada ditangkap,1
 orang tua ini suka menipu bodoh dan sontoloyo ,1
aku terlahir dari keluarga muslim dan aku aku memilih jalan ku sendiri menjadi seorang kristiani karena pacar lingkungan no no no jauh sebelum pacaran sama dia aku sudah te arik dan belajar kristen dia cuma menjadi sedikit faktor pengyakin saja ,1
AC Green juga merupakan pemain yang solid.,0
 semua akan cebong pada waktunya dan tetap jokowi dan jokowi dua periode dan jokowi bersama ulama ,1
"Memek lo seret banget, beneran masih perawan?",1
Apa yang kamu pikirkan tentang kebiasaan membuang sampah sembarangan? Aku pikir itu salah dan harus dihentikan karena merusak lingkungan kita.,0
Yang lain pergi untuk melindungi Dave.,0
"Goblok, kau tidak mengerti apa-apa!",1
Media melaporkan pengakuan Lingett bahwa rokok menyebabkan kanker pada semua penggunanya.,0
Dia sama sekali tidak mirip dengan gadis di foto itu.,0
Anjing! Lo itu nggak punya otak ya?,1
rezim paranoid bukti pemerintahan yang rapuh dan kami rindu teriakan lengserkan di depan istana dengan ribuan rakyat kepalkan tangan ,1
Gore telah jauh dari Clinton selama enam tahun.,0
 cebong kan otak nya cuma sak upil ,1
usir buddha dari indonesia yang notabene mayoritas cina,1
Kamu tahu tidak game-game yang memperkenalkan fitur baru yang menarik? Aku ingin mencoba game yang memiliki fitur inovatif dan menarik.,0
kangen kumpul sama setan-setan ini.,1
Ferdinand dan Isabella menyebabkan perubahan yang menakjubkan terjadi di Spanyol.,0
"Goblok banget sih lo, nggak bisa mikir apa-apa!",1
"Ini anjing liar yg terus menggong gong cr perhatian,barangkali ada yg mau piara",0
Bloon anjing,1
"Kehidupan ini penuh dengan tantangan dan rintangan, tapi jika kita bertahan dan tetap optimis, kita akan berhasil melewatinya.",0
"Sampah masyarakat! Lo itu nggak berguna, nggak ada martabat!",1
Itu adalah hal yang baik bahwa mereka tidak pergi ke penitipan anak karena mereka bisa lebih sering berada di rumah bersama anak mereka.,0
Dia harus ditandai.,0
50% dijamin,0
"Tolol, kau benar-benar bodoh! Brengsek, kau selalu merusak semuanya!",1
 setan terkutuk ,1
"Bajingan...bangsat... lo bukan siapa-siapa, kok sombong banget!!!!",1
Kalau aku kawan ngan orang mcm ni ibarat aku kawan dengan babi,1
Tim memiliki beberapa hasil bagus di musim lalu.,0
Tujuan mereka menjadi tidak efektif seiring dengan modernisasi India.,0
